球员编号,姓名(英文),场上位置(大类),场上位置(细分),惯用脚,身高_cm,国籍(国际),出生日期,转会时年龄,国籍(转会源),位置(转会源)
26065,Miguel Angel Moya,Goalkeeper,Goalkeeper,right,189.0,Spain,1984-04-02 00:00:00,28.0,Spain,GK
65301,Xavi Torres,Midfield,Defensive Midfield,right,179.0,Spain,1986-11-21 00:00:00,25.0,Spain,DM
66106,Sergio Canales,Midfield,Attacking Midfield,left,175.0,Spain,1991-02-16 00:00:00,21.0,Spain,AM
38954,Fernando Gago,Midfield,Defensive Midfield,right,177.0,Argentina,1986-04-10 00:00:00,26.0,Argentina,DM
35773,Carlos Vela,Attack,Right Winger,left,177.0,Mexico,1989-03-01 00:00:00,23.0,Mexico,RW
39087,Cata Diaz,Defender,Centre-Back,right,183.0,Argentina,1979-07-13 00:00:00,32.0,Argentina,CB
27992,Luka Modric,Midfield,Central Midfield,right,172.0,Croatia,1985-09-09 00:00:00,26.0,Croatia,CM
72315,Javi Marquez,Midfield,Central Midfield,left,179.0,Spain,1986-05-11 00:00:00,26.0,Spain,CM
44674,Giovani dos Santos,Attack,Second Striker,left,175.0,Mexico,1989-05-11 00:00:00,23.0,Mexico,SS
31050,Damien Perquis,Defender,Centre-Back,right,184.0,Poland,1984-04-10 00:00:00,28.0,Poland,CB
58013,Apono,Midfield,Central Midfield,right,174.0,Spain,1984-02-13 00:00:00,28.0,Spain,CM
27394,Alex Song,Midfield,Defensive Midfield,right,185.0,Cameroon,1987-09-09 00:00:00,24.0,Cameroon,DM
69751,Jordi Alba,Defender,Left-Back,left,170.0,Spain,1989-03-21 00:00:00,23.0,Spain,LB
60890,Fabian Orellana,Attack,Right Winger,right,168.0,Chile,1986-01-27 00:00:00,27.0,Chile,RW
34370,Diego Lopez,Goalkeeper,Goalkeeper,right,196.0,Spain,1981-11-03 00:00:00,31.0,Spain,GK
45646,Diego Buonanotte,Midfield,Attacking Midfield,left,161.0,Argentina,1988-04-19 00:00:00,24.0,Argentina,AM
7841,Carlos Aranda,Attack,Centre-Forward,right,183.0,Spain,1980-07-27 00:00:00,32.0,Spain,CF
93704,Josuha Guilavogui,Midfield,Defensive Midfield,right,188.0,France,1990-09-19 00:00:00,22.0,France,DM
221899,Leo Baptistao,Attack,Centre-Forward,right,183.0,Brazil,1992-08-26 00:00:00,20.0,Brazil,CF
7980,David Villa,Attack,Centre-Forward,both,174.0,Spain,1981-12-03 00:00:00,31.0,Spain,CF
65237,Andreu Fontas,Defender,Centre-Back,left,186.0,Spain,1989-11-14 00:00:00,23.0,Spain,CB
16335,Charles,Midfield,Defensive Midfield,right,175.0,Brazil,1985-02-14 00:00:00,29.0,Brazil,CF
65331,Michel Herrero,Midfield,Central Midfield,right,182.0,Spain,1988-07-29 00:00:00,24.0,Spain,CM
51587,Pedro Leon,Attack,Right Winger,right,183.0,Spain,1986-11-24 00:00:00,26.0,Spain,RW
93935,Sergio Escudero,Defender,Left-Back,left,176.0,Spain,1989-09-02 00:00:00,23.0,Spain,LB
109256,Haris Seferovic,Attack,Centre-Forward,left,189.0,,1992-02-22 00:00:00,21.0,Switzerland,CF
27389,Kevin Gameiro,Attack,Centre-Forward,right,172.0,France,1987-05-09 00:00:00,26.0,France,CF
39381,Gareth Bale,Attack,Right Winger,left,186.0,Wales,1989-07-16 00:00:00,24.0,Wales,RW
59344,Asier Illarramendi,Midfield,Defensive Midfield,right,179.0,Spain,1990-03-08 00:00:00,23.0,Spain,DM
85288,Isco,Midfield,Attacking Midfield,right,176.0,Spain,1992-04-21 00:00:00,21.0,Spain,AM
138927,Daniel Carvajal,Defender,Right-Back,right,173.0,Spain,1992-01-11 00:00:00,21.0,Spain,RB
40888,Benat Etxebarria,Midfield,Central Midfield,right,176.0,Spain,1987-02-19 00:00:00,26.0,Spain,CM
51532,Kike Sola,Attack,Centre-Forward,right,184.0,Spain,1986-02-25 00:00:00,27.0,Spain,CF
51474,Mikel Rico,Midfield,Central Midfield,right,178.0,Spain,1984-11-04 00:00:00,28.0,Spain,CM
85258,Mikel Balenziaga,Defender,Left-Back,left,177.0,Spain,1988-02-29 00:00:00,25.0,Spain,LB
60517,Yacine Brahimi,Attack,Left Winger,right,175.0,Algeria,1990-02-08 00:00:00,23.0,Algeria,LW
4248,Diego,Midfield,Attacking Midfield,right,173.0,Brazil,1985-02-28 00:00:00,28.0,Brazil,CM
125781,Antoine Griezmann,Attack,Second Striker,left,176.0,France,1991-03-21 00:00:00,23.0,France,SS
34572,Mario Mandzukic,Attack,Centre-Forward,right,190.0,Croatia,1986-05-21 00:00:00,28.0,Croatia,CF
21748,Alessio Cerci,Attack,Right Winger,left,180.0,Italy,1987-07-23 00:00:00,27.0,Italy,RW
44373,Guilherme Siqueira,Defender,Left-Back,left,182.0,Brazil,1986-04-28 00:00:00,28.0,Brazil,LB
29055,Jesus Gamez,Defender,Right-Back,right,177.0,Spain,1985-04-10 00:00:00,29.0,Spain,RB
44352,Luis Suarez,Attack,Centre-Forward,right,182.0,Uruguay,1987-01-24 00:00:00,27.0,Uruguay,CF
5404,Jeremy Mathieu,Defender,Left-Back,left,189.0,France,1983-10-29 00:00:00,30.0,France,CB
15904,Thomas Vermaelen,Defender,Centre-Back,left,183.0,Belgium,1985-11-14 00:00:00,28.0,Belgium,CB
32467,Ivan Rakitic,Midfield,Central Midfield,right,184.0,Croatia,1988-03-10 00:00:00,26.0,Croatia,CM
74857,Marc-Andre ter Stegen,Goalkeeper,Goalkeeper,right,187.0,Germany,1992-04-30 00:00:00,22.0,Germany,GK
88103,James Rodriguez,Midfield,Attacking Midfield,left,181.0,Colombia,1991-07-12 00:00:00,23.0,Colombia,AM
31909,Toni Kroos,Midfield,Central Midfield,right,183.0,Germany,1990-01-04 00:00:00,24.0,Germany,CM
79422,Keylor Navas,Goalkeeper,Goalkeeper,right,185.0,Costa Rica,1986-12-15 00:00:00,27.0,Costa Rica,GK
45184,Grzegorz Krychowiak,Midfield,Defensive Midfield,right,187.0,Poland,1990-01-29 00:00:00,24.0,Poland,DM
84085,Timothee Kolodziejczak,Defender,Centre-Back,left,183.0,France,1991-10-01 00:00:00,22.0,France,CB
88490,Aleix Vidal,Attack,Right Winger,right,177.0,Spain,1989-08-21 00:00:00,24.0,Spain,RB
12249,Ever Banega,Midfield,Central Midfield,right,174.0,Argentina,1988-06-29 00:00:00,26.0,Argentina,CM
51710,Sergio Asenjo,Goalkeeper,Goalkeeper,right,189.0,Spain,1989-06-28 00:00:00,25.0,Spain,GK
60445,Jonathan dos Santos,Midfield,Defensive Midfield,right,172.0,Mexico,1990-04-26 00:00:00,24.0,Mexico,CM
110309,Lucas Orban,Defender,Centre-Back,left,179.0,Argentina,1989-02-03 00:00:00,25.0,Argentina,CB
170472,Dimitri Foulquier,Defender,Right-Back,right,183.0,Guadeloupe,1993-03-23 00:00:00,21.0,Guadeloupe,RB
91885,Jesus Fernandez,Goalkeeper,Goalkeeper,left,190.0,Spain,1988-06-11 00:00:00,26.0,Spain,GK
21369,Arda Turan,Attack,Left Winger,right,177.0,Turkey,1987-01-30 00:00:00,28.0,Turkey,LW
27486,Kiko Casilla,Goalkeeper,Goalkeeper,right,190.0,Spain,1986-10-02 00:00:00,28.0,Spain,GK
221316,Lucas Vazquez,Defender,Right-Back,right,173.0,Spain,1991-07-01 00:00:00,24.0,Spain,RW
214316,Luciano Vietto,Attack,Centre-Forward,right,173.0,Argentina,1993-12-05 00:00:00,21.0,Argentina,LW
140776,Yannick Carrasco,Attack,Left Winger,right,181.0,Belgium,1993-09-04 00:00:00,21.0,Belgium,LW
107010,Stefan Savic,Defender,Centre-Back,right,187.0,Montenegro,1991-01-08 00:00:00,24.0,Montenegro,CB
108830,Aymen Abdennour,Defender,Centre-Back,left,187.0,Tunisia,1989-08-06 00:00:00,26.0,Tunisia,CB
255653,Santi Mina,Attack,Centre-Forward,right,181.0,Spain,1995-12-07 00:00:00,19.0,Spain,CF
58115,Yoel Rodriguez,Goalkeeper,Goalkeeper,right,184.0,Spain,1988-08-28 00:00:00,26.0,Spain,GK
73734,Steven Nzonzi,Midfield,Defensive Midfield,right,196.0,France,1988-12-15 00:00:00,26.0,France,DM
74297,Gael Kakuta,Midfield,Attacking Midfield,left,174.0,DR Congo,1991-06-21 00:00:00,24.0,DR Congo,AM
54155,Mariano,Defender,Right-Back,right,177.0,Brazil,1986-06-23 00:00:00,29.0,Brazil,RB
51118,Adil Rami,Defender,Centre-Back,right,191.0,France,1985-12-27 00:00:00,29.0,France,CB
195171,Samu Castillejo,Attack,Right Winger,left,182.0,Spain,1995-01-18 00:00:00,20.0,Spain,RW
208890,Samu Garcia,Attack,Right Winger,right,177.0,Spain,1990-07-13 00:00:00,24.0,Spain,RW
165007,Denis Suarez,Midfield,Attacking Midfield,right,176.0,Spain,1994-01-06 00:00:00,21.0,Spain,AM
62920,Victor Ruiz,Defender,Centre-Back,left,184.0,Spain,1989-01-25 00:00:00,26.0,Spain,CB
34601,Raul Garcia,Attack,Centre-Forward,right,184.0,Spain,1986-07-11 00:00:00,29.0,Spain,CF
177467,Gerard Moreno,Attack,Centre-Forward,left,180.0,Spain,1992-04-07 00:00:00,23.0,Spain,CF
73092,Rene Krhin,Midfield,Defensive Midfield,right,189.0,Slovenia,1990-05-21 00:00:00,25.0,Slovenia,CM
98249,Takashi Inui,Attack,Left Winger,right,169.0,Japan,1988-06-02 00:00:00,27.0,Japan,LW
96540,Alfredo Ortuno,Attack,Centre-Forward,both,182.0,Spain,1991-01-21 00:00:00,24.0,Spain,CF
7663,Joaquin,Attack,Right Winger,right,181.0,Spain,1981-07-21 00:00:00,34.0,Spain,RW
163086,Cristiano Piccini,Defender,Centre-Back,right,189.0,Italy,1992-09-26 00:00:00,22.0,Italy,RB
138803,Francisco Portillo,Attack,Right Winger,right,169.0,Spain,1990-06-13 00:00:00,25.0,Spain,RW
57403,Foued Kadir,Midfield,Attacking Midfield,right,180.0,Algeria,1983-12-05 00:00:00,31.0,Algeria,AM
39151,Augusto Fernandez,Midfield,Central Midfield,right,177.0,Argentina,1986-04-10 00:00:00,29.0,Argentina,CM
105521,Ciro Immobile,Attack,Centre-Forward,right,185.0,Italy,1990-02-20 00:00:00,25.0,Italy,CF
58818,Claudio Beauvue,Attack,Centre-Forward,right,175.0,Guadeloupe,1988-04-16 00:00:00,27.0,Guadeloupe,CF
83895,Marcelo Diaz,Midfield,Defensive Midfield,right,167.0,Chile,1986-12-30 00:00:00,29.0,Chile,DM
126716,Paco Alcacer,Attack,Centre-Forward,right,175.0,Spain,1993-08-30 00:00:00,23.0,Spain,CF
126540,Samuel Umtiti,Defender,Centre-Back,left,182.0,France,1993-11-14 00:00:00,22.0,France,CB
76061,Sime Vrsaljko,Defender,Right-Back,right,181.0,Croatia,1992-01-10 00:00:00,24.0,Croatia,RB
63186,Roberto Soriano,Midfield,Attacking Midfield,right,182.0,Italy,1991-02-08 00:00:00,25.0,Italy,AM
82048,Nicola Sansone,Attack,Left Winger,right,174.0,Italy,1991-09-10 00:00:00,24.0,Italy,LW
77737,Alfred N'Diaye,Midfield,Defensive Midfield,right,189.0,Senegal,1990-03-06 00:00:00,26.0,Senegal,DM
98322,Denis Cheryshev,Attack,Left Winger,left,179.0,Russia,1990-12-26 00:00:00,25.0,Russia,LW
55957,Alvaro Gonzalez,Midfield,Central Midfield,right,176.0,Uruguay,1984-10-29 00:00:00,26.0,Spain,CB
234523,Antonio Sanabria,Attack,Centre-Forward,right,180.0,Paraguay,1996-03-04 00:00:00,20.0,Paraguay,CF
127142,Jonas Martin,Midfield,Defensive Midfield,right,184.0,France,1990-04-09 00:00:00,26.0,France,CM
227081,Joaquin Correa,Attack,Second Striker,right,188.0,Argentina,1994-08-13 00:00:00,21.0,Argentina,SS
76163,Franco Vazquez,Midfield,Attacking Midfield,left,187.0,Argentina,1989-02-22 00:00:00,27.0,Argentina,AM
146854,Wissam Ben Yedder,Attack,Centre-Forward,both,170.0,France,1990-08-12 00:00:00,25.0,France,CF
167291,Gabriel Pires,Midfield,Defensive Midfield,left,187.0,Brazil,1993-09-18 00:00:00,22.0,Brazil,CM
129444,David Lopez,Defender,Centre-Back,right,185.0,Spain,1989-10-09 00:00:00,26.0,Spain,DM
28261,Jose Manuel Jurado,Midfield,Attacking Midfield,right,176.0,Spain,1986-06-29 00:00:00,30.0,Spain,AM
56134,Javi Fuego,Midfield,Defensive Midfield,right,182.0,Spain,1984-01-04 00:00:00,32.0,Spain,DM
128488,Alejandro Galvez,Defender,Centre-Back,right,190.0,Spain,1989-06-06 00:00:00,27.0,Spain,CB
71548,Anaitz Arbilla,Defender,Centre-Back,right,178.0,Spain,1987-05-15 00:00:00,29.0,Spain,CB
238868,Ruben Pena,Defender,Right-Back,right,170.0,Spain,1991-07-18 00:00:00,24.0,Spain,RB
66112,Keko Gontan,Missing,,right,174.0,Spain,1991-12-27 00:00:00,24.0,Spain,RW
57186,Bakary Kone,Defender,Centre-Back,right,188.0,Burkina Faso,1988-04-27 00:00:00,28.0,Burkina Faso,CB
253839,Alvaro Medran,Midfield,Central Midfield,right,177.0,Spain,1994-03-15 00:00:00,22.0,Spain,CM
182904,Clement Lenglet,Defender,Centre-Back,left,186.0,France,1995-06-17 00:00:00,21.0,France,CB
229604,Geronimo Rulli,Goalkeeper,Goalkeeper,right,189.0,Argentina,1992-05-20 00:00:00,24.0,Argentina,GK
62945,Luis Hernandez,Defender,Centre-Back,right,182.0,Spain,1989-04-14 00:00:00,27.0,Spain,CB
339808,Theo Hernandez,Defender,Left-Back,left,184.0,France,1997-10-06 00:00:00,19.0,France,LB
319745,Dani Ceballos,Midfield,Central Midfield,right,179.0,Spain,1996-08-07 00:00:00,20.0,Spain,CM
288230,Ousmane Dembele,Attack,Centre-Forward,both,178.0,France,1997-05-15 00:00:00,20.0,France,RW
27667,Vitolo,Midfield,Central Midfield,right,168.0,Spain,1983-09-09 00:00:00,27.0,Spain,LW
119228,Luis Muriel,Attack,Centre-Forward,right,180.0,Colombia,1991-04-16 00:00:00,26.0,Colombia,CF
102744,Sebastien Corchia,Defender,Right-Back,right,176.0,France,1990-11-01 00:00:00,26.0,France,RB
251106,Enes Unal,Attack,Centre-Forward,right,187.0,Türkiye,1997-05-10 00:00:00,20.0,Turkey,CF
177847,Adnan Januzaj,Attack,Right Winger,left,186.0,Belgium,1995-02-05 00:00:00,22.0,Belgium,RW
56067,Pablo Piatti,Attack,Left Winger,left,163.0,Argentina,1989-03-31 00:00:00,28.0,Argentina,LW
246277,Burgui,Attack,Left Winger,right,186.0,Spain,1993-10-29 00:00:00,23.0,Spain,LW
176140,Rodrigo Ely,Defender,Centre-Back,right,188.0,Brazil,1993-11-03 00:00:00,23.0,Brazil,CB
85383,Ruben Sobrino,Attack,Centre-Forward,right,185.0,Spain,1992-06-01 00:00:00,25.0,Spain,CF
177046,Ruben Duarte,Defender,Centre-Back,left,178.0,Spain,1995-10-18 00:00:00,21.0,Spain,LB
263727,Joan Jordan,Midfield,Central Midfield,right,185.0,Spain,1994-07-06 00:00:00,23.0,Spain,CM
96828,Simone Zaza,Attack,Centre-Forward,left,186.0,Italy,1991-06-25 00:00:00,26.0,Italy,CF
43630,Neto,Defender,Right-Back,right,175.0,Brazil,1981-02-07 00:00:00,27.0,Brazil,GK
283223,Emre Mor,Attack,Right Winger,left,169.0,Türkiye,1997-07-24 00:00:00,20.0,Turkey,RW
77826,Ryad Boudebouz,Midfield,Attacking Midfield,left,177.0,Algeria,1990-02-19 00:00:00,27.0,Algeria,AM
263856,Victor Camarasa,Midfield,Central Midfield,right,183.0,Spain,1994-05-28 00:00:00,23.0,Spain,CM
141834,Cristian Tello,Attack,Left Winger,both,178.0,Spain,1991-08-11 00:00:00,25.0,Spain,LW
129386,Zouhair Feddal,Defender,Centre-Back,left,191.0,Morocco,1989-12-23 00:00:00,27.0,Morocco,CB
54160,Guilherme,Midfield,Attacking Midfield,both,174.0,Brazil,1988-10-22 00:00:00,26.0,Brazil,DM
135343,Fabian Schar,Defender,Centre-Back,right,186.0,Switzerland,1991-12-20 00:00:00,25.0,Switzerland,CB
7542,Juanfran,Defender,Left-Back,left,182.0,Spain,1976-07-15 00:00:00,28.0,Spain,RB
75127,Ezequiel Munoz,Defender,Centre-Back,right,185.0,Argentina,1990-10-08 00:00:00,26.0,Argentina,CB
129679,Cheick Doukoure,Midfield,Defensive Midfield,right,180.0,Cote d'Ivoire,1992-09-11 00:00:00,24.0,Cote d'Ivoire,DM
49347,Mitchell Langerak,Goalkeeper,Goalkeeper,right,193.0,Australia,1988-08-22 00:00:00,29.0,Australia,GK
339820,Amath Ndiaye,Attack,Right Winger,right,173.0,Senegal,1996-07-16 00:00:00,21.0,Senegal,LW
28285,Dani Pacheco,Midfield,Defensive Midfield,both,170.0,Spain,1991-01-05 00:00:00,26.0,Spain,LW
188838,Bruno Gonzalez,Defender,Centre-Back,right,184.0,Spain,1990-05-24 00:00:00,27.0,Spain,CB
51046,Hector Moreno,Defender,Centre-Back,left,186.0,Mexico,1988-01-17 00:00:00,30.0,Mexico,CB
158863,Inigo Martinez,Defender,Centre-Back,left,182.0,Spain,1991-05-17 00:00:00,26.0,Spain,CB
74869,Francis Coquelin,Midfield,Defensive Midfield,right,177.0,France,1991-05-13 00:00:00,26.0,France,DM
171167,Jairo Samperio,Attack,Right Winger,right,172.0,Spain,1993-07-11 00:00:00,24.0,Spain,LW
99922,Marc Bartra,Defender,Centre-Back,right,184.0,Spain,1991-01-15 00:00:00,27.0,Spain,CB
61812,Yuri Berchiche,Defender,Left-Back,left,181.0,Spain,1990-02-10 00:00:00,28.0,Spain,LB
197545,Ander Capa,Defender,Right-Back,right,175.0,Spain,1992-02-08 00:00:00,26.0,Spain,RB
205562,Thomas Lemar,Midfield,Attacking Midfield,left,171.0,France,1995-11-12 00:00:00,22.0,France,AM
36371,Nikola Kalinic,Attack,Centre-Forward,both,187.0,Croatia,1988-01-05 00:00:00,30.0,Croatia,CF
44062,Antonio Adan,Goalkeeper,Goalkeeper,left,190.0,Spain,1987-05-13 00:00:00,31.0,Spain,GK
98596,John Guidetti,Attack,Centre-Forward,right,185.0,Sweden,1992-04-15 00:00:00,26.0,Sweden,CF
323704,Malcom,Attack,Right Winger,left,172.0,Brazil,1997-02-26 00:00:00,21.0,Brazil,RW
37666,Arturo Vidal,Midfield,Central Midfield,right,180.0,Chile,1987-05-22 00:00:00,31.0,Chile,CM
273152,Nemanja Maksimovic,Midfield,Central Midfield,right,189.0,Serbia,1995-01-26 00:00:00,23.0,Serbia,DM
281755,Ivan Alejo,Attack,Right Winger,right,186.0,Spain,1995-02-10 00:00:00,23.0,Spain,RW
226012,David Soria,Goalkeeper,Goalkeeper,right,192.0,Spain,1993-04-04 00:00:00,25.0,Spain,GK
262939,Johan Mojica,Defender,Left-Back,left,184.0,Colombia,1992-08-21 00:00:00,25.0,Colombia,LB
71905,Coke,Defender,Right-Back,right,176.0,Spain,1987-04-26 00:00:00,31.0,Spain,RB
423444,Fran Beltran,Midfield,Central Midfield,right,165.0,Spain,1999-02-03 00:00:00,19.0,Spain,CM
278359,Borja Iglesias,Attack,Centre-Forward,right,187.0,Spain,1993-01-17 00:00:00,25.0,Spain,CF
142021,Sergi Darder,Midfield,Central Midfield,right,180.0,Spain,1993-12-22 00:00:00,24.0,Spain,CM
108390,Thibaut Courtois,Goalkeeper,Goalkeeper,left,199.0,Belgium,1992-05-11 00:00:00,26.0,Belgium,GK
280730,Alvaro Odriozola,Defender,Right-Back,right,175.0,Spain,1995-12-14 00:00:00,22.0,Spain,RB
225020,Mariano Diaz,Attack,Centre-Forward,right,180.0,Dominican Republic,1993-08-01 00:00:00,25.0,Dominican Republic,CF
142031,Omar Mascarell,Midfield,Defensive Midfield,right,181.0,Equatorial Guinea,1993-02-02 00:00:00,25.0,Spain,DM
75446,Pablo de Blasis,Midfield,Attacking Midfield,right,165.0,Argentina,1988-02-04 00:00:00,30.0,Argentina,LW
205503,Ibrahim Amadou,Midfield,Defensive Midfield,right,183.0,France,1993-04-06 00:00:00,25.0,France,DM
378954,Joris Gnagnon,Defender,Centre-Back,right,182.0,France,1997-01-13 00:00:00,21.0,France,CB
92947,Sergi Gomez,Defender,Centre-Back,right,185.0,Spain,1992-03-28 00:00:00,26.0,Spain,CB
225122,Goncalo Guedes,Attack,Left Winger,right,179.0,Portugal,1996-11-29 00:00:00,21.0,Portugal,LW
127189,Geoffrey Kondogbia,Midfield,Defensive Midfield,left,188.0,Central African Republic,1993-02-15 00:00:00,25.0,Central African Republic,DM
346289,Mouctar Diakhaby,Defender,Centre-Back,right,192.0,Guinea,1996-12-19 00:00:00,21.0,France,CB
131102,Jeison Murillo,Defender,Centre-Back,right,182.0,Colombia,1992-05-27 00:00:00,26.0,Colombia,CB
63463,Daniel Wass,Midfield,Central Midfield,right,181.0,Denmark,1989-05-31 00:00:00,29.0,Denmark,CM
315110,Karl Toko Ekambi,Attack,Centre-Forward,right,182.0,Cameroon,1992-09-14 00:00:00,25.0,Cameroon,LW
11111,Ramiro Funes Mori,Defender,Centre-Back,left,187.0,Argentina,1991-03-05 00:00:00,27.0,Argentina,CB
119235,Carlos Bacca,Attack,Centre-Forward,right,181.0,Colombia,1986-09-08 00:00:00,31.0,Colombia,CF
153427,Bebe,Attack,Left Winger,right,190.0,Cape Verde,1990-07-12 00:00:00,28.0,Portugal,LW
58497,Alberto Garcia,Goalkeeper,Goalkeeper,right,182.0,Spain,1985-02-09 00:00:00,33.0,Spain,GK
247250,Ruben Alcaraz,Midfield,Central Midfield,right,180.0,Spain,1991-05-01 00:00:00,27.0,Spain,CM
127837,Ibai Gomez,Attack,Left Winger,right,178.0,Spain,1989-11-11 00:00:00,29.0,Spain,RW
605184,Jean-Clair Todibo,Defender,Centre-Back,right,190.0,France,1999-12-30 00:00:00,19.0,France,CB
314678,Brahim Diaz,Attack,Right Winger,both,170.0,Morocco,1999-08-03 00:00:00,19.0,Spain,AM
223725,Munir El Haddadi,Midfield,Attacking Midfield,left,177.0,Morocco,1995-09-01 00:00:00,23.0,Morocco,CF
282411,Marcos Llorente,Defender,Right-Back,right,183.0,Spain,1995-01-30 00:00:00,24.0,Spain,CM
281769,Mario Hermoso,Defender,Centre-Back,left,184.0,Spain,1995-06-18 00:00:00,24.0,Spain,CB
95810,Kieran Trippier,Defender,Right-Back,right,173.0,England,1990-09-19 00:00:00,28.0,England,RB
257462,Luka Jovic,Attack,Centre-Forward,right,182.0,Serbia,1997-12-23 00:00:00,21.0,Serbia,CF
291417,Ferland Mendy,Defender,Left-Back,left,180.0,France,1995-06-08 00:00:00,24.0,France,LB
146227,Jasper Cillessen,Goalkeeper,Goalkeeper,right,187.0,Netherlands,1989-04-22 00:00:00,30.0,Netherlands,GK
396894,Maxi Gomez,Attack,Centre-Forward,right,186.0,Uruguay,1996-08-14 00:00:00,22.0,Uruguay,CF
411975,Jules Kounde,Defender,Right-Back,right,180.0,France,1998-11-12 00:00:00,20.0,France,CB
174694,Rony Lopes,Attack,Right Winger,left,174.0,Portugal,1995-12-28 00:00:00,23.0,Portugal,RW
189441,Lucas Ocampos,Attack,Left Winger,right,178.0,Argentina,1994-07-11 00:00:00,24.0,Argentina,LW
329145,Diego Carlos,Defender,Centre-Back,right,185.0,Brazil,1993-03-15 00:00:00,26.0,Brazil,CB
349066,Alexander Isak,Attack,Centre-Forward,right,190.0,Sweden,1999-09-21 00:00:00,19.0,Sweden,CF
357884,Fernando Calero,Defender,Centre-Back,right,184.0,Spain,1995-09-14 00:00:00,23.0,Spain,CB
131708,Kenneth Omeruo,Defender,Centre-Back,right,185.0,Nigeria,1993-10-17 00:00:00,25.0,Nigeria,CB
203496,Nabil Fekir,Midfield,Attacking Midfield,left,173.0,France,1993-07-18 00:00:00,26.0,France,AM
15452,Raul Albiol,Defender,Centre-Back,right,190.0,Spain,1985-09-04 00:00:00,33.0,Spain,CB
257851,Ruben Vezo,Defender,Centre-Back,right,182.0,Portugal,1994-04-25 00:00:00,25.0,Portugal,CB
145769,Sergio Leon,Attack,Centre-Forward,right,176.0,Spain,1989-01-06 00:00:00,30.0,Spain,CF
142027,Pablo Hervias,Attack,Right Winger,right,174.0,Spain,1993-03-08 00:00:00,26.0,Spain,RW
213260,Ruben Garcia,Attack,Right Winger,left,172.0,Spain,1993-07-14 00:00:00,25.0,Spain,RW
443222,Marc Cardona,Attack,Centre-Forward,right,182.0,Spain,1995-07-08 00:00:00,23.0,Spain,CF
242532,Rober Ibanez,Attack,Right Winger,right,175.0,Spain,1993-03-22 00:00:00,26.0,Spain,RW
251680,Brandon Thomas,Attack,Left Winger,right,173.0,Spain,1995-02-04 00:00:00,24.0,Spain,CF
95641,Darko Brasanac,Midfield,Central Midfield,right,178.0,Serbia,1992-02-12 00:00:00,27.0,Serbia,CM
61546,Facundo Roncaglia,Defender,Centre-Back,right,179.0,Argentina,1987-02-10 00:00:00,32.0,Argentina,CB
211251,Darwin Machis,Attack,Left Winger,right,170.0,Venezuela,1993-02-07 00:00:00,26.0,Venezuela,LW
297784,Yan Eteki,Midfield,Defensive Midfield,right,182.0,Cameroon,1997-08-26 00:00:00,21.0,Cameroon,CM
162079,Fede Vico,Midfield,Attacking Midfield,left,179.0,Spain,1994-07-04 00:00:00,24.0,Spain,AM
95732,Martin Braithwaite,Attack,Centre-Forward,right,177.0,Denmark,1991-06-05 00:00:00,28.0,Denmark,CF
302991,Erick Cabaco,Defender,Centre-Back,right,185.0,Uruguay,1995-04-19 00:00:00,24.0,Uruguay,CB
433049,Youssef En-Nesyri,Attack,Centre-Forward,left,188.0,Morocco,1997-06-01 00:00:00,22.0,Morocco,CF
102423,Leandro Cabrera,Defender,Centre-Back,left,190.0,Uruguay,1991-06-17 00:00:00,28.0,Uruguay,CB
8176,Oier Olazabal,Goalkeeper,Goalkeeper,left,189.0,Spain,1989-09-14 00:00:00,30.0,Spain,GK
44162,Miralem Pjanic,Midfield,Central Midfield,right,181.0,Bosnia-Herzegovina,1990-04-02 00:00:00,30.0,Bosnia-Herzegovina,CM
111961,Suso,Midfield,Attacking Midfield,left,177.0,Spain,1993-11-19 00:00:00,26.0,Spain,RW
284884,Oscar Rodriguez,Midfield,Attacking Midfield,right,174.0,Spain,1998-06-28 00:00:00,22.0,Spain,AM
182579,Karim Rekik,Defender,Centre-Back,left,186.0,Netherlands,1994-12-02 00:00:00,25.0,Netherlands,CB
59561,Dani Parejo,Midfield,Central Midfield,right,182.0,Spain,1989-04-16 00:00:00,31.0,Spain,CM
338425,Alex Berenguer,Attack,Left Winger,right,175.0,Spain,1995-07-04 00:00:00,25.0,Spain,LW
60542,Maxime Gonalons,Midfield,Defensive Midfield,right,187.0,France,1989-03-10 00:00:00,31.0,France,DM
487688,Alberto Soro,Attack,Right Winger,left,173.0,Spain,1999-03-09 00:00:00,21.0,Spain,RW
169497,Juan Cruz,Defender,Left-Back,left,182.0,Spain,1992-07-28 00:00:00,28.0,Spain,LB
114060,Enric Gallego,Attack,Centre-Forward,left,189.0,Spain,1986-09-12 00:00:00,33.0,Spain,CF
213670,Lucas Torro,Midfield,Defensive Midfield,right,190.0,Spain,1994-07-19 00:00:00,26.0,Spain,DM
142419,Raul Navas,Defender,Centre-Back,right,187.0,Spain,1988-05-11 00:00:00,32.0,Spain,CB
422460,Dani Gomez,Attack,Centre-Forward,right,178.0,Spain,1998-07-30 00:00:00,22.0,Spain,CF
455181,Jorge de Frutos,Attack,Right Winger,right,173.0,Spain,1997-02-20 00:00:00,23.0,Spain,RW
340853,Javi Sanchez,Defender,Centre-Back,right,189.0,Spain,1997-03-14 00:00:00,23.0,Spain,CB
